,anime_id,demographics
321,21855,[]
322,5205,[]
323,72,[]
324,37055,[]
325,38993,['Shounen']
326,27831,[]
327,31339,['Seinen']
328,12115,['Seinen']
329,31658,['Shounen']
330,40911,['Shounen']
331,35073,[]
332,4565,[]
333,5040,['Seinen']
334,36563,[]
335,27989,[]
336,31173,['Shoujo']
337,9513,['Shounen']
338,790,[]
339,4155,['Shounen']
340,28735,['Josei']
341,1559,['Shounen']
342,23755,['Shounen']
343,4059,[]
344,36999,[]
345,10080,['Shounen']
346,35843,['Shounen']
347,37491,['Shounen']
348,17895,[]
349,31988,[]
350,14741,[]
351,28675,[]
352,18153,[]
353,32998,[]
354,4901,['Seinen']
355,11887,[]
356,50631,['Shounen']
357,18397,['Shounen']
358,21557,[]
359,4722,['Shoujo']
360,16870,['Shounen']
361,11979,[]
362,7472,['Shounen']
363,33489,[]
364,35608,[]
365,39792,['Seinen']
366,39198,['Shounen']
367,39534,['Shounen']
368,40956,['Shounen']
369,38249,['Shounen']
370,31741,['Shounen']
371,35838,[]
372,32380,[]
373,16001,[]
374,38671,['Shounen']
375,7711,[]
376,44074,[]
377,17549,['Seinen']
378,16918,['Shounen']
379,33161,[]
380,16664,[]
381,3783,[]
382,186,['Seinen']
383,820,[]
384,10271,['Seinen']
385,30123,['Shoujo']
386,40542,['Shounen']
387,2581,[]
388,21647,[]
389,32902,['Shounen']
390,2246,['Seinen']
391,4898,['Shounen']
392,33926,[]
393,39940,['Shounen']
394,486,[]
395,1818,['Shounen']
396,66,[]
397,32093,[]
398,38101,['Shounen']
399,11977,[]
400,48580,['Shounen']
401,28907,[]
402,38474,[]
403,1887,[]
404,39468,[]
405,40421,[]
406,38889,['Shounen']
407,37989,['Seinen']
408,3901,[]
409,5630,[]
410,38234,['Shounen']
411,73,[]
412,31637,[]
413,40935,['Shounen']
414,552,['Kids']
415,18689,['Shounen']
416,416,[]
417,3702,['Seinen']
418,40716,['Shounen']
419,8129,['Josei']
420,1530,[]
421,22043,['Shounen']
422,19363,['Shounen']
423,23623,['Seinen']
424,41402,['Shounen']
425,23317,['Shounen']
426,40815,[]
427,50380,[]
428,7338,[]
429,35222,['Shoujo']
430,6211,[]
431,12477,[]
432,34577,['Shounen']
433,24,['Shounen']
434,29095,[]
435,23327,[]
436,32983,['Shoujo']
437,43325,['Shounen']
438,12445,['Shounen']
439,21995,['Shoujo']
440,30709,['Shoujo']
441,25879,['Seinen']
442,7724,[]
443,31251,[]
444,34451,['Shounen']
445,18,['Seinen']
446,35860,['Shounen']
447,20057,[]
448,35848,[]
449,31812,['Shounen']
450,5682,['Seinen']
451,9863,['Shounen']
452,43299,[]
453,861,['Seinen']
454,46352,['Seinen']
455,30240,['Seinen']
456,14349,[]
457,6702,['Shounen']
458,36885,[]
459,14353,[]
460,34944,[]
461,28725,[]
462,8525,['Shounen']
463,9289,[]
464,33095,['Josei']
465,37435,[]
466,34437,[]
467,31859,[]
468,39196,['Shounen']
469,154,['Shounen']
470,6351,[]
471,49114,['Shounen']
472,38481,[]
473,138,['Shounen']
474,34591,['Shoujo']
475,18897,['Shounen']
476,30727,[]
477,264,['Shounen']
478,28927,['Shounen']
479,3927,[]
480,139,['Shounen']
481,21329,['Seinen']
482,329,['Seinen']
483,1689,[]
484,10521,['Seinen']
485,1033,[]
486,37786,[]
487,40262,['Shounen']
488,36028,['Seinen']
489,120,['Shoujo']
490,15039,[]
491,30230,['Shounen']
492,6213,[]
493,30885,['Shounen']
494,38084,[]
495,6033,['Shounen']
496,18179,['Shounen']
497,40046,[]
498,28121,[]
499,40059,['Seinen']
500,18195,[]
501,4107,[]
502,12113,['Seinen']
503,10721,[]
504,12413,['Seinen']
505,8516,[]
506,29093,[]
507,33051,[]
508,32729,['Shoujo']
509,2605,['Shounen']
510,34542,['Seinen']
511,15227,['Seinen']
512,20767,['Shounen']
513,24439,['Shounen']
514,39486,['Shounen']
515,36106,[]
516,8795,[]
517,3782,[]
518,5690,['Josei']
519,49721,['Shounen']
520,4280,[]
521,31490,['Shounen']
522,36474,[]
523,1827,[]
524,4477,['Josei']
525,36896,['Shounen']
526,387,[]
527,40729,[]
528,19111,[]
529,137,['Shounen']
530,39597,[]
531,22961,[]
532,2924,[]
533,202,[]
534,239,[]
535,530,['Shoujo']
536,846,['Shounen']
537,40221,[]
538,31765,[]
539,28677,['Shounen']
540,38080,['Shounen']
541,34902,['Shounen']
542,13331,['Seinen']
543,31704,['Seinen']
544,597,[]
545,21405,['Seinen']
546,37379,['Josei']
547,22507,['Seinen']
548,16,['Josei']
549,43523,[]
550,6956,['Seinen']
551,13667,['Shounen']
552,9919,['Shounen']
553,20159,['Kids']
554,3091,['Seinen']
555,3785,[]
556,372,['Shoujo']
557,1430,['Seinen']
558,40397,['Shounen']
559,24277,['Shounen']
560,23321,[]
561,31772,['Seinen']
562,33502,[]
563,3167,[]
564,317,[]
565,22265,[]
566,21877,['Seinen']
567,71,[]
568,187,['Seinen']
569,18671,[]
570,32542,['Seinen']
571,12431,['Seinen']
572,38349,[]
573,265,['Shounen']
574,5530,['Shounen']
575,39575,[]
576,226,['Seinen']
577,10049,['Shounen']
578,11111,[]
579,37141,['Shounen']
580,15,['Shounen']
581,28957,['Seinen']
582,10012,[]
583,17389,['Seinen']
584,24765,[]
585,28249,['Shounen']
586,6421,['Shounen']
587,30370,['Shoujo']
588,22199,['Shounen']
589,10218,['Seinen']
590,8408,[]
591,15059,['Seinen']
592,6007,[]
593,12403,[]
594,2952,[]
595,26243,['Shounen']
596,440,['Shoujo']
597,31764,[]
598,5941,['Shounen']
599,40174,[]
600,543,[]
601,2104,['Shounen']
602,10029,['Shoujo']
603,721,[]
604,6347,[]
605,9941,[]
606,11123,[]
607,34134,['Seinen']
608,210,['Shounen']
609,49909,['Seinen']
610,14227,['Shoujo']
611,6862,[]
612,15451,[]
613,323,[]
614,39570,['Seinen']
615,322,['Josei']
616,21339,[]
617,34914,[]
618,24687,['Seinen']
619,528,['Kids']
620,31715,['Seinen']
621,36038,[]
622,1142,['Josei']
623,35363,[]
624,41433,[]
625,44931,['Shounen']
626,8675,['Shounen']
627,37078,[]
628,4789,[]
629,135,['Shounen']
630,150,[]
631,22,['Shounen']
632,31953,[]
633,44055,[]
634,38790,[]
635,18617,[]
636,8937,[]
637,1571,['Shoujo']
638,4106,['Shounen']
639,10620,['Shounen']
640,2593,[]
641,24997,[]
642,10161,[]
643,18661,['Shoujo']
644,627,['Shounen']
645,20847,['Shounen']
646,4814,[]
647,33988,['Seinen']
648,35972,['Shounen']
649,30296,[]
650,33253,['Seinen']
651,270,['Seinen']
652,38659,[]
653,31174,[]
654,19489,[]
655,2685,['Shounen']
656,12031,['Seinen']
657,532,['Shoujo']
658,1254,['Shounen']
659,17729,[]
660,42351,[]
661,18753,[]
662,32366,[]
663,1365,['Shounen']
664,468,[]
665,9926,[]
666,2787,[]
667,93,[]
668,22147,[]
669,21659,[]
670,40615,[]
671,47194,['Shounen']
672,22101,['Shoujo']
673,13535,['Shounen']
674,5231,['Shounen']
675,10793,[]
676,23277,[]
677,5028,['Shounen']
678,31051,['Shounen']
679,34561,[]
680,16904,[]
681,20785,[]
682,1594,[]
683,5678,[]
684,3572,[]
685,32268,[]
686,35677,[]
687,9062,[]
688,228,[]
689,430,['Shounen']
690,10495,[]
691,30279,[]
692,4472,[]
693,37349,[]
694,34537,[]
695,8142,[]
696,31098,['Shounen']
697,24703,[]
698,7465,[]
699,39808,['Seinen']
700,558,['Shounen']
701,20031,['Seinen']
702,27991,[]
703,50273,['Shounen']
704,11737,['Shounen']
705,37976,[]
706,15315,[]
707,7647,['Seinen']
708,5781,[]
709,14467,[]
710,6171,['Shounen']
711,12893,['Shounen']
712,10790,[]
713,5365,[]
714,27663,['Shounen']
715,1842,['Shounen']
716,21185,['Shounen']
717,874,['Shounen']
718,30694,['Shounen']
719,6336,[]
720,40540,[]
721,1566,['Seinen']
722,41120,[]
723,9734,[]
724,19775,['Seinen']
725,38145,[]
726,41587,['Shounen']
727,36904,[]
728,22777,['Shounen']
729,24405,['Shounen']
730,40571,[]
731,50612,['Shounen']
732,355,[]
733,267,['Seinen']
734,48849,[]
735,3228,['Shounen']
736,12029,[]
737,97,[]
738,40010,[]
739,9074,['Seinen']
740,7592,['Shounen']
741,14807,['Seinen']
742,1562,['Shoujo']
743,3470,['Shoujo']
744,481,['Shounen']
745,37515,[]
746,38731,['Shounen']
747,36286,[]
748,2994,['Shounen']
749,14289,['Shoujo']
750,40907,['Shounen']
751,90,[]
752,18245,[]
753,43439,['Seinen']
754,570,[]
755,38555,['Shoujo']
756,8247,['Shounen']
757,3701,[]
758,996,['Shoujo']
759,60,['Shounen']
760,7655,['Shounen']
761,37956,['Shoujo']
762,400,[]
763,857,['Shounen']
764,38414,[]
765,3226,['Shounen']
766,40454,[]
767,21327,['Shounen']
768,1840,[]
769,740,['Shoujo']
770,33731,['Shounen']
771,1281,[]
772,9130,['Shounen']
773,41488,['Shounen']
774,32370,['Shounen']
775,11319,[]
776,18119,['Seinen']
777,114,['Shounen']
778,20651,['Shoujo']
779,3092,[]
780,36470,[]
781,37985,[]
782,8086,['Shounen']
783,10119,['Shounen']
784,4087,[]
785,31592,['Kids']
786,28755,['Shounen']
787,153,[]
788,15117,['Shounen']
789,2164,[]
790,16011,[]
791,25517,['Shounen']
792,6573,[]
793,11617,[]
794,27633,[]
795,401,['Shounen']
796,14131,[]
797,25015,[]
798,23281,[]
799,22097,['Shounen']
800,32828,['Seinen']
801,35240,[]
802,8407,['Shounen']
803,6945,[]
804,122,['Shoujo']
805,31580,['Seinen']
806,40496,[]
807,50360,[]
808,3297,['Shounen']
809,4725,[]
810,33071,['Seinen']
811,25161,['Shounen']
812,31798,[]
813,8740,['Shounen']
814,17909,[]
815,985,['Shounen']
816,42429,[]
817,25303,['Shounen']
818,16524,[]
819,38422,['Seinen']
820,81,[]
821,48483,[]
822,37984,[]
823,59,['Seinen']
824,16916,['Shounen']
825,13663,['Shounen']
826,29854,['Shounen']
827,22729,[]
828,15323,['Shounen']
829,29787,[]
830,949,['Shounen']
831,4654,[]
832,25183,['Seinen']
833,1364,['Shounen']
834,24893,['Seinen']
835,27787,['Shounen']
836,42361,[]
837,2154,[]
838,43609,['Seinen']
839,12291,[]
840,10357,[]
841,4835,['Shounen']
842,967,['Shounen']
843,44087,['Shounen']
844,33506,['Shounen']
845,36990,['Seinen']
846,40682,['Seinen']
847,527,['Kids']
848,33191,['Shounen']
849,15051,[]
850,37033,[]
851,37514,[]
852,37497,[]
853,44940,['Shounen']
854,40620,[]
855,42916,[]
856,40784,[]
857,6372,[]
858,18139,['Seinen']
859,26213,[]
860,781,['Shounen']
861,534,[]
862,451,['Shounen']
863,11013,['Shounen']
864,2963,[]
865,37475,['Shounen']
866,658,['Seinen']
867,10588,[]
868,16934,[]
869,11433,[]
870,6773,[]
871,5460,['Shounen']
872,34100,[]
873,8841,[]
874,47257,[]
875,11739,['Shounen']
876,40215,[]
877,4672,['Seinen']
878,18507,[]
879,10067,[]
880,11113,['Josei']
881,535,[]
882,32979,[]
883,7193,['Seinen']
884,80,[]
885,6864,['Seinen']
886,905,['Shounen']
887,1686,['Shounen']
888,26,[]
889,240,[]
890,6637,[]
891,182,[]
892,38472,[]
893,145,['Shoujo']
894,47790,[]
895,36704,[]
896,33337,['Seinen']
897,41461,[]
898,28,['Shounen']
899,3731,['Shoujo']
900,1363,['Shounen']
901,35079,[]
902,34984,['Seinen']
903,21469,"['Kids', 'Shounen']"
904,37932,[]
905,37972,[]
906,42625,['Seinen']
907,31,[]
908,338,['Shoujo']
909,2026,['Shounen']
910,177,['Shounen']
911,48553,[]
912,28069,['Shounen']
913,1257,['Shounen']
914,2159,['Seinen']
915,31376,['Shounen']
916,33028,[]
917,38594,[]
918,51096,[]
919,19123,['Shounen']
920,10460,['Shounen']
921,10589,['Shounen']
922,32673,['Seinen']
923,39555,['Shounen']
924,24151,['Shoujo']
925,42250,[]
926,4918,['Seinen']
927,464,['Shounen']
928,779,['Shounen']
929,28979,['Shounen']
930,9760,[]
931,2889,['Shounen']
932,14345,['Seinen']
933,30347,['Shounen']
934,12883,[]
935,6467,['Shounen']
936,34544,[]
937,10937,['Shounen']
938,6377,['Shounen']
939,23777,['Shounen']
940,4192,['Shounen']
941,2397,['Kids']
942,38409,[]
943,30415,[]
944,19703,[]
945,30778,['Shounen']
946,13655,[]
947,23251,['Shounen']
948,38816,[]
949,20541,[]
950,3712,[]
951,9471,[]
952,1023,[]
953,25649,[]
954,856,[]
955,962,['Shounen']
956,45055,['Shounen']
957,23385,[]
958,2961,['Kids']
959,40908,['Shounen']
960,4182,[]
961,1367,['Shounen']
962,8246,['Shounen']
963,4177,[]
964,38793,[]
965,5204,[]
966,450,['Shounen']
967,33323,['Shoujo']
968,10568,[]
969,32491,[]
970,617,[]
971,40904,[]
972,16417,[]
973,20431,['Seinen']
974,8063,[]
975,67,[]
976,780,['Shounen']
977,479,['Shounen']
978,15771,['Seinen']
979,77,[]
980,356,[]
981,40060,[]
982,9790,['Shounen']
983,1088,[]
984,35382,[]
985,2508,[]
986,31149,[]
987,31553,[]
988,23225,[]
989,885,[]
990,1506,['Shounen']
991,11933,[]
992,41168,[]
993,40269,[]
994,2951,['Shounen']
995,427,['Shoujo']
996,39071,[]
997,42940,['Shounen']
998,793,['Seinen']
999,14967,[]
1000,35806,['Shounen']
1001,21273,[]
1002,29755,['Shounen']
1003,32681,[]
1004,1292,[]
1005,6586,['Shoujo']
1006,957,[]
1007,37614,['Shounen']
1008,34618,[]
1009,12069,['Shounen']
1010,371,['Shoujo']
1011,65,['Seinen']
1012,38483,[]
1013,35111,['Shounen']
1014,34933,['Shounen']
1015,34440,[]
1016,34438,[]
1017,35110,['Shounen']
1018,9982,['Shounen']
1019,14837,['Shounen']
1020,23775,['Shounen']
1021,433,[]
1022,34103,[]
1023,45556,[]
1024,13851,['Shounen']
1025,85,[]
1026,1239,['Shoujo']
1027,40902,['Shounen']
1028,11499,['Shounen']
1029,36538,['Shoujo']
1030,477,['Shounen']
1031,30364,['Shounen']
1032,16762,['Shounen']
1033,44200,['Shounen']
1034,9465,['Shounen']
1035,40938,[]
1036,28497,[]
1037,39175,[]
1038,14175,[]
1039,31821,['Shounen']
1040,969,['Shounen']
1041,10083,[]
1042,74,['Shoujo']
1043,38619,[]
1044,1690,['Seinen']
1045,38753,['Shounen']
1046,36214,['Shoujo']
1047,40004,['Shounen']
1048,11553,[]
1049,36653,[]
1050,40056,[]
1051,9252,['Shounen']
1052,41694,['Seinen']
1053,42670,[]
1054,40936,[]
1055,10278,[]
1056,37348,[]
1057,82,[]
1058,49930,[]
1059,38759,[]
1060,34480,['Shounen']
1061,32900,[]
1062,123,['Shoujo']
1063,35849,[]
1064,28623,[]
1065,11633,['Seinen']
1066,986,['Shounen']
1067,1486,['Shoujo']
1068,32105,['Shounen']
1069,132,['Shounen']
1070,49053,[]
1071,34076,[]
1072,9724,['Shounen']
1073,2273,[]
1074,5507,[]
1075,5177,[]
1076,39988,[]
1077,1462,[]
1078,1195,[]
1079,50346,['Shounen']
1080,8426,['Seinen']
1081,5420,[]
1082,38992,[]
1083,20371,[]
1084,39651,[]
1085,32977,[]
1086,9963,['Shounen']
1087,2402,['Shounen']
1088,38186,['Shounen']
1089,3652,[]
1090,29786,[]
1091,26123,['Shounen']
1092,19319,[]
1093,49052,['Seinen']
1094,34973,[]
1095,32648,['Shounen']
1096,11917,['Shounen']
1097,14407,[]
1098,6922,[]
1099,1606,['Shounen']
1100,2923,['Shoujo']
1101,8514,['Shounen']
1102,26349,['Seinen']
1103,47159,[]
1104,64,['Seinen']
1105,50325,[]
1106,452,['Shounen']
1107,40858,[]
1108,5958,['Shounen']
1109,6772,['Shounen']
1110,16592,[]
1111,6444,['Shounen']
1112,12049,['Shounen']
1113,30187,[]
1114,1015,[]
1115,39491,[]
1116,2921,['Shounen']
1117,44807,[]
1118,250,['Shounen']
1119,40392,['Shounen']
1120,33354,['Shoujo']
1121,36275,['Shoujo']
1122,34534,['Shoujo']
1123,11813,['Shounen']
1124,11757,[]
1125,11759,[]
1126,8557,['Shounen']
1127,2471,"['Kids', 'Shounen']"
1128,48643,['Shounen']
1129,10020,[]
1130,31483,['Shoujo']
1131,15197,[]
1132,32005,['Shounen']
1133,42590,['Shounen']
1134,37007,['Shounen']
1135,251,['Shoujo']
1136,68,['Shounen']
1137,30016,[]
1138,37347,[]
1139,6793,['Shounen']
1140,9181,['Shounen']
1141,31706,[]
1142,4872,['Shounen']
1143,8676,[]
1144,21419,['Shounen']
1145,6802,[]
1146,34281,[]
1147,49520,['Shounen']
1148,34012,[]
1149,9366,['Shoujo']
1150,21473,[]
1151,462,['Shounen']
1152,13469,[]
1153,34443,['Shounen']
1154,31973,[]
1155,1719,['Seinen']
1156,31711,['Shounen']
1157,33263,[]
1158,38656,['Shounen']
1159,531,['Shoujo']
1160,10110,[]
1161,517,['Shounen']
1162,3972,['Shounen']
1163,34414,[]
1164,8310,['Shounen']
1165,1172,['Shounen']
1166,11235,[]
1167,3713,[]
1168,4163,['Shounen']
1169,1366,['Shounen']
1170,9735,['Shounen']
1171,2472,['Shounen']
1172,35376,['Seinen']
1173,160,[]
1174,16005,['Shounen']
1175,40080,[]
1176,35413,[]
1177,30458,['Seinen']
1178,4981,[]
1179,32526,[]
1180,32551,[]
1181,6774,['Seinen']
1182,48707,[]
1183,40839,['Shounen']
1184,13403,['Shounen']
1185,1117,['Kids']
1186,36754,[]
1187,31433,[]
1188,37442,[]
1189,449,['Shounen']
1190,875,[]
1191,17641,[]
1192,33094,[]
1193,995,['Shounen']
1194,29067,['Seinen']
1195,31783,['Shounen']
1196,32948,[]
1197,27601,[]
1198,36903,[]
1199,34262,[]
1200,34855,['Shounen']
1201,24655,[]
1202,7720,['Seinen']
1203,14833,[]
1204,24227,['Shounen']
1205,32485,['Seinen']
1206,12729,[]
1207,8479,[]
1208,1029,[]
1209,25731,[]
1210,37086,['Shounen']
1211,6325,['Shounen']
1212,50461,[]
1213,287,['Shounen']
1214,134,[]
1215,11743,[]
1216,10092,['Shounen']
1217,1505,['Shounen']
1218,516,['Shounen']
1219,4382,[]
1220,10033,['Shounen']
1221,30745,[]
1222,31389,[]
1223,101,[]
1224,30902,[]
1225,2559,[]
1226,1253,['Shounen']
1227,41084,[]
1228,21899,['Shounen']
1229,32189,[]
1230,40497,[]
1231,39026,[]
1232,5277,[]
1233,41094,[]
1234,8888,[]
1235,166,[]
1236,16528,[]
1237,10719,[]
1238,19163,[]
1239,9065,['Josei']
1240,37597,[]
1241,32215,[]
1242,2002,[]
1243,14527,['Shounen']
1244,4437,['Shounen']
1245,39355,[]
1246,25687,[]
1247,7588,['Seinen']
1248,6880,['Shounen']
1249,38787,['Shounen']
1250,7627,[]
1251,1089,[]
1252,21667,['Seinen']
1253,15487,['Shounen']
1254,48702,['Seinen']
1255,12815,['Josei']
1256,27631,[]
1257,1453,['Seinen']
1258,1002,[]
1259,35241,['Seinen']
1260,1470,['Shounen']
1261,41169,[]
1262,488,[]
1263,15583,[]
1264,5060,[]
1265,4447,['Shounen']
1266,19291,['Kids']
1267,9890,['Shounen']
1268,22673,[]
1269,37621,['Shounen']
1270,91,[]
1271,35198,[]
1272,15437,[]
1273,10209,[]
1274,9136,['Shounen']
1275,19671,[]
1276,379,['Seinen']
1277,28405,['Shounen']
1278,5118,[]
1279,37426,[]
1280,25313,['Shounen']
1281,27947,['Seinen']
1282,23421,[]
1283,20853,[]
1284,21743,['Shoujo']
1285,8311,['Shounen']
1286,208,[]
1287,522,['Shounen']
1288,35823,['Seinen']
1289,587,[]
1290,32547,['Seinen']
1291,40416,[]
1292,102,['Shoujo']
1293,4053,['Shounen']
1294,35828,[]
1295,31380,['Shounen']
1296,33091,[]
1297,3014,[]
1298,46093,[]
1299,6895,['Josei']
1300,31931,[]
1301,901,['Shounen']
1302,11135,[]
1303,33970,[]
1304,10378,['Shounen']
1305,34504,['Shounen']
1306,31733,['Shoujo']
1307,4186,[]
1308,39586,['Shounen']
1309,24543,[]
1310,32949,['Seinen']
1311,28285,['Shounen']
1312,38337,[]
1313,1914,[]
1314,2752,['Shounen']
1315,30911,[]
1316,2129,[]
1317,997,['Shoujo']
1318,14189,['Shounen']
1319,50709,[]
1320,16009,[]
1321,49310,['Shoujo']
1322,32668,[]
1323,10389,[]
1324,96,[]
1325,19369,[]
1326,1412,['Seinen']
1327,3016,[]
1328,30191,[]
1329,48804,[]
1330,11701,[]
1331,1813,[]
1332,41710,[]
1333,3603,['Shounen']
1334,29575,[]
1335,35821,['Seinen']
1336,13357,[]
1337,5162,[]
1338,13767,[]
1339,27957,[]
1340,5835,['Shoujo']
1341,98,[]
1342,1691,[]
1343,18893,['Seinen']
1344,32071,['Seinen']
1345,880,['Seinen']
1346,9201,['Shounen']
1347,1379,[]
1348,5909,[]
1349,10396,[]
1350,8038,['Josei']
1351,50,['Seinen']
1352,12679,['Shounen']
1353,12467,['Seinen']
1354,906,['Shounen']
1355,5262,['Shoujo']
1356,18619,[]
1357,3841,['Seinen']
1358,33654,[]
1359,35857,['Seinen']
1360,32696,[]
1361,8476,['Seinen']
1362,32951,[]
1363,35338,[]
1364,18055,['Shoujo']
1365,19511,['Shounen']
1366,20517,[]
1367,35330,[]
1368,35678,[]
1369,34662,[]
