anime_id,title
22297,Fate/stay night: Unlimited Blade Works
19815,No Game No Life
813,Dragon Ball Z
9969,Gintama'
4224,Toradora!
22789,Barakamon
853,Ouran Koukou Host Club
31757,Kizumonogatari II: Nekketsu-hen
121,Fullmetal Alchemist
37430,Tensei shitara Slime Datta Ken
24833,Ansatsu Kyoushitsu
18115,Magi: The Kingdom of Magic
36456,Boku no Hero Academia 3rd Season
33674,No Game No Life: Zero
34572,Black Clover
25781,Shingeki no Kyojin: Kuinaki Sentaku
40834,Ousama Ranking
11843,Danshi Koukousei no Nichijou
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2
6547,Angel Beats!
41025,Fumetsu no Anata e
6746,Durarara!!
40852,Dr. Stone: Stone Wars
32867,Bungou Stray Dogs 2nd Season
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders
37987,Violet Evergarden Movie
32282,Shokugeki no Souma: Ni no Sara
1210,NHK ni Youkoso!
13759,Sakura-sou no Pet na Kanojo
136,Hunter x Hunter
49926,Kimetsu no Yaiba: Mugen Ressha-hen
2966,Ookami to Koushinryou
47,Akira
31646,3-gatsu no Lion
3784,Evangelion: 2.0 You Can (Not) Advance
35180,3-gatsu no Lion 2nd Season
9260,Kizumonogatari I: Tekketsu-hen
40417,Fruits Basket 2nd Season
42938,Fruits Basket: The Final
877,Nana
39533,Given
43,Koukaku Kidoutai
18679,Kill la Kill
23283,Zankyou no Terror
11771,Kuroko no Basket
31181,Owarimonogatari
6,Trigun
12189,Hyouka
5341,Ookami to Koushinryou II
35247,Owarimonogatari 2nd Season
42249,Tokyo Revengers
11597,Nisemonogatari
2236,Toki wo Kakeru Shoujo
38680,Fruits Basket 1st Season
10162,Usagi Drop
512,Majo no Takkyuubin
13125,Shinsekai yori
35839,Sora yori mo Tooi Basho
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari
10863,Steins;Gate: Oukoubakko no Poriomania
33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly
20,Naruto
513,Tenkuu no Shiro Laputa
7791,K-On!!
41457,86
35790,Tate no Yuusha no Nariagari
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
12365,Bakuman. 3rd Season
40052,Great Pretender
39247,Kobayashi-san Chi no Maid Dragon S
48569,86 Part 2
46095,Vivy: Fluorite Eye's Song
7054,Kaichou wa Maid-sama!
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei
572,Kaze no Tani no Nausicaä
2167,Clannad
20507,Noragami
35788,Shokugeki no Souma: San no Sara
46102,Odd Taxi
15417,Gintama': Enchousen
22135,Ping Pong the Animation
31964,Boku no Hero Academia
7674,Bakuman.
10030,Bakuman. 2nd Season
5,Cowboy Bebop: Tengoku no Tobira
39783,5-toubun no Hanayome ∬
38003,Bungou Stray Dogs 3rd Season
45,Rurouni Kenshin: Meiji Kenkaku Romantan
33206,Kobayashi-san Chi no Maid Dragon
1519,Black Lagoon: The Second Barrage
2025,Darker than Black: Kuro no Keiyakusha
6594,Katanagatari
14513,Magi: The Labyrinth of Magic
38408,Boku no Hero Academia 4th Season
889,Black Lagoon
33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song
28805,Bakemono no Ko
5258,Hajime no Ippo: New Challenger
30015,ReLIFE
35557,Houseki no Kuni (TV)
223,Dragon Ball
227,FLCL
9617,K-On! Movie
14719,JoJo no Kimyou na Bouken (TV)
29803,Overlord
1889,Higurashi no Naku Koro ni Kai
25013,Akatsuki no Yona
35062,Mahoutsukai no Yome
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou
467,Koukaku Kidoutai: Stand Alone Complex
40787,Josee to Tora to Sakana-tachi
34096,Gintama.
1604,Katekyo Hitman Reborn!
34798,Yuru Camp△
25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower
6045,Kimi ni Todoke
4081,Natsume Yuujinchou
17265,Log Horizon
14713,Kamisama Hajimemashita
6114,Rainbow: Nisha Rokubou no Shichinin
6675,Redline
32615,Youjo Senki
36296,Hinamatsuri (TV)
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen
35466,ReLIFE: Kanketsu-hen
37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou"
35968,Wotaku ni Koi wa Muzukashii
269,Bleach
48561,Jujutsu Kaisen 0 Movie
36946,Dragon Ball Super: Broly
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean
48926,"Komi-san wa, Comyushou desu."
37675,Overlord III
7785,Yojouhan Shinwa Taikei
12531,Sakamichi no Apollon
185,Initial D First Stage
37171,Asobi Asobase
16782,Kotonoha no Niwa
25681,Kamisama Hajimemashita◎
5681,Summer Wars
232,Cardcaptor Sakura
32995,Yuri!!! on Ice
585,Mimi wo Sumaseba
27775,Plastic Memories
2759,Evangelion: 1.0 You Are (Not) Alone
339,Serial Experiments Lain
34822,Tsuki ga Kirei
19647,Hajime no Ippo: Rising
28025,Tsukimonogatari
2034,Lovely★Complex
2418,Stranger: Mukou Hadan
4282,Kara no Kyoukai Movie 5: Mujun Rasen
1482,D.Gray-man
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV)
39565,Boku no Hero Academia the Movie 2: Heroes:Rising
38668,Dorohedoro
3588,Soul Eater
10800,Chihayafuru
170,Slam Dunk
1943,Paprika
22319,Tokyo Ghoul
3002,Gyakkyou Burai Kaiji: Ultimate Survivor
39195,Beastars
5300,Zoku Natsume Yuujinchou
42923,SK∞
8425,Gosick
15689,Nekomonogatari: Kuro
5680,K-On!
21939,Mushishi Zoku Shou
3786,Evangelion: 3.0+1.0 Thrice Upon a Time
934,Higurashi no Naku Koro ni
25835,Shirobako
41389,Tonikaku Kawaii
22145,Kuroshitsuji: Book of Circus
23289,Gekkan Shoujo Nozaki-kun
37965,Kaze ga Tsuyoku Fuiteiru
16067,Nagi no Asu kara
2890,Gake no Ue no Ponyo
10379,Natsume Yuujinchou San
31478,Bungou Stray Dogs
57,Beck
9656,Kimi ni Todoke 2nd Season
15809,Hataraku Maou-sama!
14397,Chihayafuru 2
23199,Durarara!!x2 Shou
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!
849,Suzumiya Haruhi no Yuuutsu
30346,Doukyuusei (Movie)
12859,One Piece Film: Z
28297,Ore Monogatari!!
759,Tokyo Godfathers
11665,Natsume Yuujinchou Shi
27821,Fate/stay night: Unlimited Blade Works Prologue
16049,Toaru Kagaku no Railgun S
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero
24701,Mushishi Zoku Shou 2nd Season
27833,Durarara!!x2 Ketsu
16662,Kaze Tachinu
1698,Nodame Cantabile
14075,Zetsuen no Tempest
237,Koukyoushihen Eureka Seven
249,InuYasha
28999,Charlotte
34636,Ballroom e Youkoso
268,Golden Boy
16706,Kami nomi zo Shiru Sekai: Megami-hen
6811,InuYasha: Kanketsu-hen
35120,Devilman: Crybaby
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG
36838,Gintama.: Shirogane no Tamashii-hen
21855,Hanamonogatari
5205,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go)
72,Full Metal Panic? Fumoffu
37055,Youjo Senki Movie
38993,Karakai Jouzu no Takagi-san 2
27831,Durarara!!x2 Ten
31339,Drifters
12115,Berserk: Ougon Jidai-hen III - Kourin
31658,Kuroko no Basket Movie 4: Last Game
40911,Yuukoku no Moriarty
35073,Overlord II
4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen
5040,One Outs
36563,Megalo Box
27989,Hibike! Euphonium
31173,Akagami no Shirayuki-hime 2nd Season
9513,Beelzebub
790,Ergo Proxy
4155,One Piece Film: Strong World
28735,Shouwa Genroku Rakugo Shinjuu
1559,Shijou Saikyou no Deshi Kenichi
23755,Nanatsu no Taizai
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen"
36999,Zoku Owarimonogatari
10080,Kami nomi zo Shiru Sekai II
35843,Gintama.: Porori-hen
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen
17895,Golden Time
31988,Hibike! Euphonium 2
14741,Chuunibyou demo Koi ga Shitai!
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen
18153,Kyoukai no Kanata
32998,91 Days
4901,Black Lagoon: Roberta's Blood Trail
11887,Kokoro Connect
50631,"Komi-san wa, Comyushou desu. 2nd Season"
18397,Shingeki no Kyojin OVA
21557,Omoide no Marnie
4722,Skip Beat!
16870,The Last: Naruto the Movie
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari
7472,Gintama Movie 1: Shinyaku Benizakura-hen
33489,Little Witch Academia (TV)
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me
39792,Eizouken ni wa Te wo Dasu na!
39198,Kanata no Astra
39534,Jibaku Shounen Hanako-kun
40956,Enen no Shouboutai: Ni no Shou
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen
31741,Magi: Sinbad no Bouken (TV)
35838,Shoujo Shuumatsu Ryokou
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!
16001,Kokoro Connect: Michi Random
38671,Enen no Shouboutai
7711,Karigurashi no Arrietty
44074,Shiguang Dailiren
17549,Non Non Biyori
16918,Gin no Saji
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA
16664,Kaguya-hime no Monogatari
3783,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu
186,Initial D Second Stage
820,Ginga Eiyuu Densetsu
10271,Gyakkyou Burai Kaiji: Hakairoku-hen
30123,Akagami no Shirayuki-hime
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen
2581,Mobile Suit Gundam 00
21647,Tamako Love Story
32902,Mahoutsukai no Yome: Hoshi Matsu Hito
2246,Mononoke
4898,Kuroshitsuji
33926,Quanzhi Gaoshou
39940,Shokugeki no Souma: Shin no Sara
486,Kino no Tabi: The Beautiful World
1818,Claymore
66,Azumanga Daioh
32093,Tanaka-kun wa Itsumo Kedaruge
38101,5-toubun no Hanayome
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari
48580,Vanitas no Karte
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri"
38474,Yuru Camp△ Season 2
1887,Lucky☆Star
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen
40421,Given Movie
38889,Kono Oto Tomare! Part 2
37989,Golden Kamuy 2nd Season
3901,Baccano! Specials
5630,Higashi no Eden
38234,One Piece Movie 14: Stampede
73,Full Metal Panic! The Second Raid
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2"
40935,Beastars 2nd Season
552,Digimon Adventure
18689,Diamond no Ace
416,Kurenai no Buta
3702,Detroit Metal City
40716,Kakushigoto (TV)
8129,Kuragehime
1530,Kanon (2006)
22043,Fairy Tail (2014)
19363,Gin no Saji 2nd Season
23623,Non Non Biyori Repeat
41402,Mairimashita! Iruma-kun 2nd Season
23317,Kuroshitsuji: Book of Murder
40815,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season
50380,Paripi Koumei
7338,Darker than Black: Kuro no Keiyakusha Gaiden
35222,Gakuen Babysitters
6211,Tokyo Magnitude 8.0
12477,Sakasama no Patema
34577,Nanatsu no Taizai: Imashime no Fukkatsu
24,School Rumble
29095,Grisaia no Rakuen
23327,Space☆Dandy 2nd Season
32983,Natsume Yuujinchou Go
43325,Yuukoku no Moriarty Part 2
12445,Tasogare Otome x Amnesia
21995,Ao Haru Ride
30709,Kamisama Hajimemashita: Kako-hen
25879,Working!!!
7724,Shiki
31251,Mobile Suit Gundam: Iron-Blooded Orphans
34451,Kekkai Sensen & Beyond
18,Initial D Fourth Stage
35860,Karakai Jouzu no Takagi-san
20057,Space☆Dandy
35848,Promare
31812,Kuroshitsuji Movie: Book of the Atlantic
5682,Phantom: Requiem for the Phantom
9863,SKET Dance
43299,Wonder Egg Priority
861,xxxHOLiC
46352,Blue Period
30240,Prison School
14349,Little Witch Academia
6702,Fairy Tail
36885,Saenai Heroine no Sodatekata Fine
14353,Death Billiards
34944,Bungou Stray Dogs: Dead Apple
28725,Kokoro ga Sakebitagatterunda.
8525,Kami nomi zo Shiru Sekai
9289,Hanasaku Iroha
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen
37435,Carole & Tuesday
34437,Code Geass: Fukkatsu no Lelouch
31859,Hai to Gensou no Grimgar
39196,Mairimashita! Iruma-kun
154,Shaman King
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen"
49114,Vanitas no Karte Part 2
38481,Toaru Kagaku no Railgun T
138,Hunter x Hunter: Greed Island
34591,Natsume Yuujinchou Roku
18897,Nisekoi
30727,Saenai Heroine no Sodatekata ♭
264,Hajime no Ippo: Champion Road
28927,Owari no Seraph: Nagoya Kessen-hen
3927,Mobile Suit Gundam 00 Second Season
139,Hunter x Hunter: Greed Island Final
21329,Mushishi: Hihamukage
329,Planetes
1689,Byousoku 5 Centimeter
10521,Working'!!
1033,Sennen Joyuu
37786,Yagate Kimi ni Naru
40262,Haikyuu!! Riku vs. Kuu
36028,Golden Kamuy
120,Fruits Basket
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie
30230,Diamond no Ace: Second Season
6213,Toaru Kagaku no Railgun
30885,Noragami Aragoto OVA
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia
6033,Dragon Ball Kai
18179,Yowamushi Pedal
40046,Id:Invaded
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka
40059,Golden Kamuy 3rd Season
18195,Little Busters!: Refrain
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku
10721,Mawaru Penguindrum
12413,Jormungand
8516,Baka to Test to Shoukanjuu Ni!
29093,Grisaia no Meikyuu: Caprice no Mayu 0
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season
32729,Orange
2605,Sayonara Zetsubou Sensei
34542,Inuyashiki
15227,Kono Sekai no Katasumi ni
20767,Noragami OVA
24439,Kekkai Sensen
39486,Gintama: The Final
36106,Shingeki no Kyojin: Lost Girls
8795,Panty & Stocking with Garterbelt
3782,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen)
5690,Nodame Cantabile: Finale
49721,Karakai Jouzu no Takagi-san 3
4280,Kara no Kyoukai Movie 4: Garan no Dou
31490,One Piece Film: Gold
36474,Sword Art Online: Alicization
1827,Seirei no Moribito
4477,Nodame Cantabile: Paris-hen
36896,Boku no Hero Academia the Movie 1: Futari no Hero
387,Haibane Renmei
40729,Nomad: Megalo Box 2
19111,Love Live! School Idol Project 2nd Season
137,Hunter x Hunter: Original Video Animation
39597,Sword Art Online: Alicization - War of Underworld
22961,Date A Live II: Kurumi Star Festival
2924,ef: A Tale of Memories.
202,Wolf's Rain
239,Gankutsuou
530,Bishoujo Senshi Sailor Moon
846,School Rumble Ni Gakki
40221,Kami no Tou
31765,Sword Art Online Movie: Ordinal Scale
28677,Yamada-kun to 7-nin no Majo (TV)
38080,Kono Oto Tomare!
34902,Tsurezure Children
13331,Jormungand: Perfect Order
31704,One Punch Man: Road to Hero
597,Neko no Ongaeshi
21405,Bokura wa Minna Kawai-sou
37379,Chihayafuru 3
22507,Initial D Final Stage
16,Hachimitsu to Clover
43523,Tsuki ga Michibiku Isekai Douchuu
6956,Working!!
13667,Naruto: Shippuuden Movie 6 - Road to Ninja
9919,Ao no Exorcist
20159,Pokemon: The Origin
3091,xxxHOLiC: Kei
3785,Evangelion: 3.0 You Can (Not) Redo
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card
1430,Lupin III: Cagliostro no Shiro
40397,Maoujou de Oyasumi
24277,Yowamushi Pedal: Grande Road
23321,Log Horizon 2nd Season
31772,One Punch Man Specials
33502,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?
3167,Eve no Jikan
317,Final Fantasy VII: Advent Children
22265,Free! Eternal Summer
21877,High Score Girl
71,Full Metal Panic!
187,Initial D Third Stage
18671,Chuunibyou demo Koi ga Shitai! Ren
32542,Sakamoto Desu ga?
12431,Uchuu Kyoudai
38349,Wotaku ni Koi wa Muzukashii OVA
265,Hajime no Ippo: Mashiba vs. Kimura
5530,Pandora Hearts
39575,Somali to Mori no Kamisama
226,Elfen Lied
10049,Nurarihyon no Mago: Sennen Makyou
11111,Another
37141,Hataraku Saibou (TV)
15,Eyeshield 21
28957,Mushishi Zoku Shou: Suzu no Shizuku
10012,Carnival Phantasm
17389,Kingdom 2nd Season
24765,Gakkougurashi!
28249,Arslan Senki (TV)
6421,Fullmetal Alchemist: Brotherhood Specials
30370,Akatsuki no Yona OVA
22199,Akame ga Kill!
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago
8408,Durarara!! Specials
15059,Initial D Fifth Stage
6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu
12403,Yuru Yuri♪♪
2952,Final Fantasy VII: Advent Children Complete
26243,Owari no Seraph
440,Shoujo Kakumei Utena
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin
5941,Cross Game
40174,Zombieland Saga: Revenge
543,Vampire Hunter D (2000)
2104,Seto no Hanayome
10029,Coquelicot-zaka kara
721,Princess Tutu
6347,Baka to Test to Shoukanjuu
9941,Tiger & Bunny
11123,Sekaiichi Hatsukoi 2
34134,One Punch Man 2nd Season
210,Ranma ½
49909,Kotarou wa Hitorigurashi
14227,Tonari no Kaibutsu-kun
6862,K-On!: Live House!
15451,High School DxD New
323,Mousou Dairinin
39570,High Score Girl II
322,Paradise Kiss
21339,Psycho-Pass Movie
34914,New Game!!
24687,Mushishi Zoku Shou: Odoro no Michi
528,Pokemon Movie 01: Mewtwo no Gyakushuu
31715,Working!!!: Lord of the Takanashi
36038,Net-juu no Susume
1142,Hachimitsu to Clover II
35363,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai"
41433,Akudama Drive
44931,Tonikaku Kawaii: SNS
8675,Seitokai Yakuindomo
37078,Quanzhi Gaoshou Specials
4789,ef: A Tale of Melodies.
135,Hikaru no Go
150,Blood+
22,Tennis no Ouji-sama
31953,New Game!
44055,Sasaki to Miyano
38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.
18617,Girls & Panzer Movie
8937,Toaru Majutsu no Index II
1571,Ghost Hunt
4106,Trigun: Badlands Rumble
10620,Mirai Nikki (TV)
2593,Kara no Kyoukai Movie 1: Fukan Fuukei
24997,Love Live! The School Idol Movie
10161,No.6
18661,Kamisama Hajimemashita OVA
627,Major S1
20847,Seitokai Yakuindomo*
4814,Junjou Romantica 2
33988,Demi-chan wa Kataritai
35972,Fairy Tail: Final Series
30296,Rakudai Kishi no Cavalry
33253,Ajin Part 2
270,Hellsing
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru
31174,Osomatsu-san
19489,Little Witch Academia: Mahoujikake no Parade
2685,Tsubasa: Tokyo Revelations
12031,Kingdom
532,Bishoujo Senshi Sailor Moon S
1254,Saint Seiya
17729,Grisaia no Kajitsu
42351,Senpai ga Uzai Kouhai no Hanashi
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA
32366,Gintama°: Aizome Kaori-hen
1365,Detective Conan Movie 06: The Phantom of Baker Street
468,Innocence
9926,Sekaiichi Hatsukoi
2787,Shakugan no Shana II (Second)
93,Mobile Suit Gundam SEED
22147,Amagi Brilliant Park
21659,Kill la Kill Specials
40615,Umibe no Étranger
47194,Summertime Render
22101,Soredemo Sekai wa Utsukushii
13535,Binbougami ga!
5231,Inazuma Eleven
10793,Guilty Crown
23277,Saenai Heroine no Sodatekata
5028,Major S5
31051,Kuroko no Basket: Saikou no Present Desu
34561,Re:Creators
16904,K: Missing Kings
20785,Mahouka Koukou no Rettousei
1594,Jigoku Shoujo Futakomori
5678,Kobato.
3572,Macross F
32268,Koyomimonogatari
35677,Liz to Aoi Tori
9062,Angel Beats! Specials
228,Jigoku Shoujo
430,Fullmetal Alchemist: The Conqueror of Shamballa
10495,Yuru Yuri
30279,Yuru Yuri San☆Hai!
4472,Lucky☆Star: Original na Visual to Animation
37349,Goblin Slayer
34537,Yoru wa Mijikashi Arukeyo Otome
8142,Colorful (Movie)
31098,Ushio to Tora (TV) 2nd Season
24703,High School DxD BorN
7465,Eve no Jikan (Movie)
39808,Non Non Biyori Nonstop
558,Major S2
20031,D-Frag!
27991,K: Return of Kings
50273,Tomodachi Game
11737,Ao no Exorcist Movie
37976,Zombieland Saga
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?
7647,Arakawa Under the Bridge
5781,Isekai no Seikishi Monogatari
14467,K
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa
12893,Danshi Koukousei no Nichijou Specials
10790,Kore wa Zombie Desu ka? of the Dead
5365,Tsumiki no Ie
27663,Baby Steps 2nd Season
1842,Major S3
21185,Baby Steps
874,Digimon Tamers
30694,Dragon Ball Super
6336,Mobile Suit Gundam Unicorn
40540,Sword Art Online: Alicization - War of Underworld 2nd Season
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society
41120,Fugou Keiji: Balance:Unlimited
9734,K-On!!: Keikaku!
19775,Sidonia no Kishi
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue."
41587,Boku no Hero Academia 5th Season
36904,Aggressive Retsuko (ONA)
22777,Dragon Ball Kai (2014)
24405,World Trigger
40571,Majo no Tabitabi
50612,Dr. Stone: Ryuusui
355,Shakugan no Shana
267,Gungrave
48849,Sonny Boy
3228,Zoku Sayonara Zetsubou Sensei
12029,Uchuu Senkan Yamato 2199
97,Last Exile
40010,Ishuzoku Reviewers
9074,Arakawa Under the Bridge x Bridge
7592,Nurarihyon no Mago
14807,Kara no Kyoukai Movie: Mirai Fukuin
1562,Yamato Nadeshiko Shichihenge♥
3470,Special A
481,Yu☆Gi☆Oh! Duel Monsters
37515,Made in Abyss Movie 2: Hourou Suru Tasogare
38731,Diamond no Ace: Act II
36286,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow
2994,Death Note: Rewrite
14289,Sukitte Ii na yo.
40907,World Trigger 2nd Season
90,Mobile Suit Gundam Wing
18245,White Album 2
43439,Shadows House
570,Jin-Rou
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...
8247,Bleach Movie 4: Jigoku-hen
3701,Kaiba
996,Bishoujo Senshi Sailor Moon: Sailor Stars
60,Chrno Crusade
7655,Major S6
37956,3D Kanojo: Real Girl 2nd Season
400,Seihou Bukyou Outlaw Star
857,Air Gear
38414,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna
3226,Major S4
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III
21327,Isshuukan Friends.
1840,Zero no Tsukaima: Futatsuki no Kishi
740,Bishoujo Senshi Sailor Moon R
33731,Gabriel DropOut
1281,Gakkou no Kaidan
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2
